GeneSymbol	corr_miRNA143_mrna	corr_miRNA143_protein
CHMP4B	0.175486250838363	-0.0369392255119899
CHMP5	0.189637826961771	0.0318426480608135
CHORDC1	0.0100603621730382	0.0476290312759112
CIAO1	0.0571093226022803	-0.128424271508567
CIAPIN1	-0.0449362843729041	-0.146990517805316
CIB1	-0.0913480885311871	0.255757993525014
CIRBP	-0.252984574111335	0.00161099559695874
CIRH1A	0.00278336686787391	-0.0677310532797486
CISD1	-0.0445674044265593	0.218531220273931
CISD2	-0.0131790744466801	0.00479551971093084
CIT	-0.207578806170355	0.0149456924413368
CKAP4	-0.0543594902749832	0.0845273528305047
CKAP5	-0.205063715627096	-0.093646774774646
CKB	-0.208148893360161	-0.24356341016458
CKMT1A	-0.239872568745808	-0.3115243381447
CKMT2	-0.0771636247815916	-0.191064646759286
CLASP1	0.0565057008718981	0.173394517750046
CLASP2	-0.0504024144869215	-0.219594825671795
CLCA1	-0.101710261569416	-0.291033979502822
CLCA4	-0.0142187644099934	-0.244571972480014
CLC	0.360757885782624	-0.280238368669947
CLDN3	-0.0551643192488263	0.0290251182295412
CLDN4	0.0305164319248826	0.0480589472319834
CLEC3B	0.357310529845741	0.143024836227613
CLGN	0.215831255852193	-0.0405106290576236
CLIC1	0.123708920187793	0.126803665962873
CLIC2	0.217370892018779	-0.0666700203737728
CLIC4	0.220824949698189	0.230115946654186
CLIC5	0.0263246143527834	0.236260742190401
CLIC6	0.291381623071764	0.27624309393236
CLINT1	-0.0151911468812877	-0.273164760876635
CLIP1	0.0943997317236754	0.166884772015177
CLIP2	-0.000201207243460765	0.151549471941147
CLNS1A	-0.0298457411133467	0.0227424916465034
CLPP	0.0223004694835681	-0.0805427706383618
CLPTM1	0.0768611670020121	0.0771752720235768
CLPX	-0.0126760563380282	-0.213614374596805
CLTA	-0.00422535211267606	0.104379757931192
CLTB	0.205633802816901	0.127288886194169
CLTCL1	0.104158283031522	0.231474805877741
CLTC	-0.04299128101945	-0.0276056393434214
CLU	0.159188464118042	0.2352487466586
CLYBL	-0.0607310529845741	-0.0185715415572703
CMA1	0.171111693449606	0.0458368968797856
CMAS	-0.0871227364185111	-0.138249620674697
CMBL	-0.195070422535211	-0.143243990984167
CMC1	0.0505700871898055	-0.276481392678258
CMPK1	0.00268276324614353	-0.165903717700731
CMYA5	0.243695506371563	0.140515017176817
CNBP	0.0557344064386318	-0.111964315898655
CNDP2	0.140409121395037	-0.116264252179745
CNN1	0.513480885311871	0.0924211938296445
CNN2	0.0519450033534541	0.214587525150905
CNN3	0.331421864520456	0.211455591169751
CNNM3	-0.217270288397049	0.0734679738481068
CNNM4	-0.226861167002012	-0.237790603401438
CNOT1	-0.130046948356807	-0.0776705542407284
CNPY2	-0.0583501006036217	-0.156844991120814
CNPY3	0.0757048600366984	-0.222959423144257
CNP	0.245640509725017	0.181961468192383
CNTN4	0.391502276189783	0.483318042596446
CNTN6	0.206855302562387	0.513050308292254
COASY	-0.0549966465459423	0.0894709043534491
COG1	0.118242790073776	0.0137345823092806
COG2	-0.0902079141515761	0.000285045984634302
COG3	0.0570757880617035	-0.122319955267268
COG4	-0.0880281690140845	0.0132804574608499
COG5	0.193594902749832	0.191089424592433
COG6	0.19037558685446	0.0838875866564749
COG7	-0.0204560697518444	0.00628809538866
COG8	0.0073775989268947	0.254088899293962
COL12A1	0.404527162977867	0.238413039640191
COL14A1	0.423340040241449	0.109054325955734
COL15A1	0.390912139503689	0.168077562766961
COL18A1	0.402582159624413	0.0419017597412423
COL1A1	0.366331321260899	0.209176957903801
COL1A2	0.467169684775319	0.214309668452782
COL2A1	0.0924577422549255	0.128763425305387
COL3A1	0.434674714956405	0.347423665770934
COL4A1	0.320590207914152	0.269959841463022
COL4A2	0.366398390342052	0.133250614111106
COL4A3	0.085751831086274	0.298875431202565
COL4A4	0.116230717639168	0.324047375145253
COL4A5	0.0904091213950369	0.33493489480263
COL5A1	0.419584171696848	0.347887323943662
COL5A2	0.435177733065057	0.356024137838466
COL6A1	0.400771294433266	0.220280863744166
COL6A2	0.419718309859155	0.22515656839537
COL6A3	0.454024144869215	0.163143788484881
COL7A1	0.211703554661301	0.145505762209928
COMMD3	0.233501006036217	0.0447138413831449
COMMD4	-0.0850435949027498	-0.139928195634968
COMMD9	0.138464118041583	0.0321871327665943
COMTD1	-0.057813547954393	-0.0634957624302563
COMT	0.0712944332662642	0.0545956052051925
COPA	-0.119684775318578	-0.153344400482433
COPB1	0.155835010060362	0.0792467701514858
COPB2	0.0492287055667337	-0.113102824052123
COPE	0.0257880617035547	-0.0250505118260969
COPG2	-0.0146210596914822	0.0769624158512615
COPS2	0.0831656606304494	0.146536546289336
COPS3	-0.00258215962441315	0.318773265546971
COPS4	0.248088531187123	-0.0392370572551837
COPS5	0.0144533869885983	-0.0398286117027368
COPS6	0.187894030851777	0.349782853369442
COPS7A	0.0468142186452046	0.168045462392399
COPS7B	0.0159959758551308	-0.0351101813581326
COPS8	0.316566063044936	-0.144514874796602
COPZ1	0.0359154929577465	-0.0902444750499079
COQ5	-0.0467136150234742	-0.158900454098287
COQ6	-0.111535881958417	-0.229280266017956
COQ7	-0.22102615694165	-0.159915559845672
COQ9	-0.176861167002012	-0.0470517217615466
CORO1A	0.249195171026157	0.0477711545545434
CORO1B	0.0687122736418511	-0.0146046597462293
CORO1C	0.253890006706908	0.236388940156304
COTL1	0.0541247484909457	0.153219315895372
COX4I1	0.0109993293091885	-0.170696535861773
COX5A	-0.216130114017438	-0.199823936457275
COX5B	-0.0733735747820255	-0.298088531187123
COX6B1	0.0312541918175721	-0.206376753337073
COX6C	-0.201911468812877	0.00692499874340713
COX7A2L	0.184339369550637	-0.0304753292879317
COX7A2	-0.000335345405767941	-0.086805613788423
COX7C	-0.148960429242119	-0.200124106823089
CPA3	0.258450704225352	0.0153561541132837
CPD	-0.0936619718309859	-0.189512897804638
CPNE1	0.0819584171696848	0.124216103896269
CPNE2	-0.0554661301140174	-0.106787407040877
CPNE3	0.0329309188464118	0.0225361559619517
CPOX	-0.0433936955063716	-0.0852637139030724
CPPED1	0.0865191146881288	-0.224111546196573
CPS1	-0.110849353201022	-0.0733964830248029
CPSF1	-0.15345405767941	-0.160428615360767
CPSF2	-0.117639168343394	0.013213162870549
CPSF3	0.112474849094567	-0.245614918907615
CPSF6	-0.184674714956405	-0.13292418144508
CPSF7	-0.165660630449363	-0.303895760591906
CPT1A	-0.0774647887323944	0.10972501676727
CPT2	-0.164084507042254	-0.0253693053239104
CPVL	0.223843058350101	-0.158841134640259
CP	0.0709614675606113	-0.0319254179357074
CR2	0.181022272882033	0.208455620780166
CRAT	0.119081153588196	-0.0385853709569483
CREB1	0.0485244802146211	-0.00314038033931082
CREBBP	-0.0405097250167673	-0.0448040243529277
CRIP1	-0.0280348759221999	0.0893117403749574
CRIP2	0.405667337357478	0.00400747839190449
CRKL	-0.089906103286385	0.0148736910485412
CRK	-0.0569751844399732	-0.20933313238083
CRMP1	0.322769953051643	0.0636512262139647
CRNKL1	0.074748490945674	0.139073901493007
CROCC	-0.0765258215962441	0.225592528387795
CRTAP	0.194232059020791	0.169788229198351
CRTC3	-0.0401073105298457	0.188417496622251
CRYAB	0.51140174379611	0.143473755608093
CRYL1	0.0740107310529846	0.000586869220571787
CRYZ	-0.0385647216633132	0.0283704591765434
CSDE1	0.0596914822266935	-0.14621304852908
CSE1L	0.021327967806841	-0.0574446680080483
CSK	-0.164922870556673	-0.147414668310936
CSNK1A1	0.162977867203219	-0.175222381570719
CSNK2A1	0.198189134808853	0.0945346624334231
CSNK2A2	0.161971830985915	-0.166148223043382
CSNK2B	-0.0404426559356137	-0.143569793913885
CSPG4	0.0453722334004024	0.268858101801041
CSRP1	0.247048960429242	0.211602951039571
CSRP2	0.345103957075788	0.330954453509254
CSTB	0.193259557344064	-0.105551736294789
CSTF1	0.0420523138832998	-0.157693340494306
CSTF2	0.133199195171026	0.151874411329835
CSTF3	-0.156304493628437	-0.0654144826858409
CS	-0.102816901408451	-0.105670881041345
CTBP1	-0.0258551307847082	0.0213962925758138
CTBP2	-0.0150905432595573	0.0506740895901433
CTDP1	0.043158953722334	0.270741605141167
CTNNA1	0.174983232729712	-0.186824520884772
CTNNA2	0.133358009878123	0.123727762052303
CTNNB1	0.0597585513078471	-0.00521470849685137
CTNNBL1	0.0493963782696177	-0.0643073339020917
CTNND1	-0.0328638497652582	-0.101229102866314
CTPS2	-0.00915492957746479	-0.016889124351238
CTSA	0.191079812206573	0.23845457410161
CTSB	0.327062374245473	0.0836358453738763
CTSC	0.193192488262911	-0.103809651622813
CTSD	0.300972501676727	-0.0436798377025573
CTSG	0.202067448127631	0.125822651099753
CTSS	0.227062374245473	-0.168734699447645
CTSZ	0.297048960429242	0.0942551481092639
CTTN	-0.12280348759222	0.103069274561591
CUL1	0.190677397719651	-0.0742485852675015
CUL2	0.315928906773977	-0.0640909551488294
CUL3	0.157075788061704	0.0172873455313626
CUL4A	0.0582159624413146	0.0892879599869933
CUL4B	0.198423876592891	0.0766612451691462
CUL5	-0.0525486250838363	-0.0570757511228722
CUTA	-0.0271294433266264	0.0174901692202511
CUX1	0.0523138832997988	0.0148040059737148
CXADR	-0.0828638497652582	-0.130047313801651
CYB5A	0.085010060362173	0.0929760727171732
CYB5B	0.218041582830315	0.0240113349673942
CYB5R1	0.276827632461435	0.136798860210853
CYB5R2	0.101073105298457	0.21094132933566
CYB5R3	0.107411133467471	0.258337664987103
CYBA	0.0774983232729711	-0.0520378185025871
CYBB	0.316364855801475	0.158510308557341
CYC1	-0.0583501006036217	-0.386978319610395
CYCS	-0.0397719651240778	-0.255168597765544
CYFIP1	0.138665325285044	0.114252179745137
CYFIP2	0.235680751173709	0.065392902357281
CYP20A1	-0.137055667337357	0.100795471303296
CYP27A1	0.0850771294433266	-0.0265890188931568
CYP2S1	-0.207746478873239	-0.0735294119301053
CYP2W1	-0.124748490945674	0.114623356757632
CYP51A1	-0.0885311871227364	-0.274889947761782
DAB2	0.172434607645875	0.0735977671065881
DAD1	0.0387994634473508	-0.135183399825338
DAK	0.0158618376928236	-0.0125593172182987
DAP3	-0.0154929577464789	-0.318773265546971
DAP	-0.0875922199865862	0.159838354737233
DARS2	-0.146881287726358	-0.0349435771943352
DARS	0.052112676056338	-0.0726867260817469
DAZAP1	-0.168477531857814	0.0339054103356547
DBI	-0.075888665325285	-0.157344064386318
DBN1	0.112776659959759	0.293602287206057
DBNL	0.125285043594903	0.369788479124994
DBT	-0.00670690811535882	-0.00259912301299197
DCAF7	-0.0642521797451375	-0.0147802493520835
DCN	0.458953722334004	0.220359160982703
DCPS	-0.0927565392354125	-0.126291254155001
DCTN1	0.0383299798792757	0.0353636554492233
DCTN2	0.115593561368209	0.0781025997897987
DCTN3	0.307880617035547	-0.130839085686212
DCTN4	0.110697518443997	-0.115211777790397
DCTPP1	0.0521462105969148	-0.13778936747935
DCUN1D1	0.0249832327297116	-0.0472109495454146
DCXR	-0.00519785378940309	-0.124646350131821
DDAH1	-0.217035546613011	-0.323474178403756
DDAH2	-0.0515425888665325	0.113011401743796
DDB1	-0.184372904091214	-0.185936936769158
DDC	-0.150871898054997	0.194876960355822
DDI2	0.0542253521126761	-0.130707446884698
DDOST	0.108249496981891	-0.0843582585341902
DDRGK1	0.156673373574782	-0.0900425061277284
DDT	-0.111837692823608	-0.181792268553241
DDX17	-0.0864520456069752	-0.0617066586960472
DDX18	-0.00435949027498323	-0.215358819584172
DDX19A	-0.061234071093226	0.101240778001341
DDX1	-0.00593561368209255	0.216407461938206
DDX21	-0.0379275653923541	-0.201945003353454
DDX23	-0.0753185781354795	-0.0572458604569219
DDX24	-0.0521462105969148	-0.0179096059983916
DDX27	-0.0189805499664655	-0.152990987348845
DDX3X	0.132897384305835	0.145936565045607
DDX3Y	-0.229211187438473	0.146214274382457
DDX42	-0.191683433936955	-0.188385019803544
DDX46	-0.0779007377598927	-0.0323608316566063
DDX47	0.0430248155600268	-0.149727509539434
DDX50	0.063849765258216	-0.222674949976952
DDX54	-0.118947015425889	-0.14334989695297
DDX56	-0.0618041582830315	-0.076866420582275
DDX58	0.147920858484239	0.0541331392367546
DDX5	0.126022803487592	-0.182583398365891
DDX60	0.0334339369550637	0.00389140979873625
DDX6	-0.0487592219986586	0.13514419852448
DECR1	0.0162307176391683	0.025068119913034
DEFA5	-0.0568247554073911	-0.132130896825147
DEFA6	-0.0852926391332924	-0.223096613684769
DEK	-0.0370556673373575	-0.0562048324162244
DENND1C	-0.110093896713615	0.140528314368337
DENND4B	-0.0613346747149564	0.132115005008594
DENR	-0.11841046277666	-0.0946740766363705
DERA	0.0785714285714286	0.171658059276736
DERL1	0.0942655935613682	-0.218627629227283
DES	0.408014755197854	0.0857353657371983
DFFA	0.0601609657947686	-0.0522525093866754
DGAT1	-0.130583501006036	-0.082991014794489
DHCR24	-0.141985244802146	-0.0770424700063238
DHCR7	0.00526492287055667	0.0550826523894898
DHODH	-0.166867873910127	-0.0888805441094055
DHRS4	-0.144466800804829	-0.142827198486124
DHRS7B	-0.00120724346076459	0.180375925995262
DHRS7	0.0809523809523809	0.215882224749072
DHX15	-0.0640509725016767	-0.143326626425218
DHX16	-0.0190140845070422	0.147619089668398
DHX29	0.0770623742454728	0.105037133425048
DHX30	-0.113849765258216	-0.0972701969090516
DHX36	0.133903420523139	0.127078638077037
DHX38	-0.0073775989268947	0.0403910895399261
DHX8	0.0452380952380952	-0.0770028369042585
DHX9	-0.237927565392354	-0.0521828075986932
DIABLO	-0.123272971160295	-0.0297986871566502
DIAPH1	-0.111670020120724	0.0346082261655988
DIAPH2	0.0699195171026157	0.0935458732609014
DIDO1	-0.136284372904091	-0.0934916413190684
DIP2B	-0.0541247484909457	-0.242856396109242
DIS3	0.00546613011401744	-0.0433277161702142
DKC1	-0.069047619047619	0.127986720117256
DLAT	-0.0422199865861838	-0.0461103798673135
DLD	0.031924882629108	-0.0626944004490831
DLG1	-0.00674044265593561	-0.0621400246502778
DLST	-0.257176391683434	-0.0392354124748491
DMBT1	-0.29121395036888	-0.192181685873711
DMD	-0.023775989268947	0.104027056286487
DNAH8	-0.0188771179968375	0.222643281254678
DNAJA1	0.11411804158283	0.0622579184849169
DNAJA2	0.224077800134138	0.220415007529654
DNAJA3	-0.0628101945003353	-0.0562248997584651
DNAJB11	0.0562709590878605	-0.145460947799694
DNAJB1	0.161770623742455	-0.0344237830997938
DNAJB4	0.231556002682763	0.131062852894889
DNAJB6	0.409691482226693	0.0460465542703953
DNAJC10	0.0005700871898055	-0.0772352272178028
DNAJC11	-0.152649228705567	-0.0290426165684243
DNAJC13	-0.0419852448021462	0.188920002038664
DNAJC17	-0.157176391683434	0.100600521894084
DNAJC19	-0.0743125419181757	-0.100104842118956
DNAJC2	-0.0039570757880617	0.0825895971916413
DNAJC3	0.0521797451374916	-0.131679997483712
DNAJC7	0.0239101274312542	-0.0871869272600121
DNAJC8	0.25412687900691	0.0839432890518569
DNAJC9	-0.156841046277666	-0.156300830598843
DNM1L	0.0303152246814219	0.0471846809346787
DNM1	0.141582830315225	-0.0819591042877922
DNM2	-0.159423205902079	-0.247486984306017
DNM3	0.058953722334004	-0.127231113612064
DNMT1	-0.167605633802817	0.109548378666036
DNPEP	0.0702548625083836	-0.0433958784525463
DNTTIP2	0.144600938967136	-0.0620934010432662
DOCK2	0.317437961099933	-0.0399456972072845
DOCK6	-0.0741784037558685	0.113969262494186
DOCK7	-0.07018779342723	0.107711529397249
DOCK8	0.117236753856472	0.0979847920839785
DOPEY2	-0.0534540576794098	-0.0626530278808456
DPEP1	0.144936284372904	0.140179202972422
DPF2	-0.0276659959758551	-0.0222261382921388
DPM1	0.120590207914152	-0.0613031959833637
DPM3	0.0530516431924883	0.0609513466853344
DPP3	-0.0849765258215962	-0.184642728399584
DPP4	-0.0640845070422535	0.149305965447097
DPP7	0.128001341381623	0.14363445831107
DPP9	-0.0540576794097921	-0.0962262776383613
DPT	0.471428571428571	0.293052701601417
DPY30	0.0551978537894031	-0.197615406979205
DPYSL2	0.0918846411804158	0.0236590150773546
DPYSL3	0.316029510395708	0.198088531187123
DPYS	0.264201559638456	0.0238963654260756
DRAP1	0.146478873239437	0.104450161270654
DRG1	-0.0915157612340711	-0.0367209376466383
DRG2	0.128303152246814	0.0230241646313181
DSC2	-0.0684775318578135	-0.121217710838995
DSG2	-0.157612340710932	-0.190520906149213
DSP	-0.163246143527834	-0.118391817479364
DSTN	0.19121395036888	0.212511946910271
DST	-0.0696847753185781	0.306822602612729
DTX3L	-0.0022468142186452	0.0327670922721017
DTYMK	-0.0487927565392354	-0.18953881237095
DUOX2	-0.198088531187123	-0.189633625472919
DUSP23	0.113413816230718	-0.118268761832228
DUSP3	0.266532528504359	0.269434570329061
DUT	0.158350100603622	0.120493645059204
DYM	0.077364185110664	0.0653616923555937
DYNC1H1	-0.23252850435949	-0.0671631831129199
DYNC1I2	0.215425888665325	0.207351017924036
DYNC1LI1	0.125989268947015	-0.101583788469067
DYNC1LI2	-0.112307176391683	0.147438315899649
DYNLL1	0.0416834339369551	0.0570264424366287
DYNLL2	0.00134138162307176	-0.0190814735351024
DYNLRB1	0.123440643863179	0.0413505152758282
DYNLT1	0.0787055667337357	-0.131879928066105
DYSF	0.326961770623742	0.132670428573541
EBNA1BP2	-0.024111334674715	-0.277251318149082
EBP	-0.026056338028169	0.0829008594314651
ECH1	-0.0267605633802817	-0.0914509922571007
ECHDC1	0.0400402414486922	-0.149934187917643
ECHS1	-0.144433266264252	-0.159645195687542
EDC4	-0.127665995975855	0.00437640430844035
EDF1	0.00412474849094567	0.0841109744075338
EEA1	0.00107310529845741	-0.0660976877639489
EEF1A1	0.158182427900738	-0.193391490250705
EEF1A2	0.216875146840488	-0.201549347844648
EEF1B2	-0.003420523138833	0.0212277201190155
EEF1D	-0.0232729711602951	0.0661312228668225
EEF1E1	-0.197317236753856	-0.140727450536068
EEF1G	-0.199798792756539	0.0547823463570477
EEF2	-0.0588195841716968	-0.226649902350379
EFCAB4B	-0.204527162977867	0.0728047083386773
EFEMP1	0.602313883299799	0.258991599493139
EFEMP2	0.462105969148223	0.308364220548065
EFHD1	0.396244131455399	0.0375289266413083
EFHD2	0.0635814889336016	-0.179662807373914
EFTUD1	-0.199932930918846	-0.290172735926732
EFTUD2	0.0679409792085848	-0.0957954308114806
EGFR	-0.0195841716968478	0.184770945806232
EHBP1L1	0.266364855801476	0.188155004497359
EHD1	0.117806841046278	0.206725408503312
EHD2	0.410798122065728	0.206405097250168
EHD3	0.367907444668008	0.172809282769296
EHD4	0.136854460093897	0.0397561977707345
EHHADH	-0.119651240778001	-0.280289512731709
EIF1AX	0.128571428571429	-0.0173389565502796
EIF1AY	-0.248484862049753	-0.0535587026032023
EIF1B	0.0430918846411804	0.181549890061392
EIF1	0.175117370892019	0.159166939608515
EIF2AK2	0.0790073775989269	0.0171702605817736
EIF2A	0.0231052984574111	-0.199465119600568
EIF2B1	0.0549631120053655	0.0733504950309152
EIF2B2	0.0603957075788062	0.00437322399411661
EIF2B3	0.00529845741113347	0.0730952723430067
EIF2B4	-0.0292085848423877	-0.110455269944703
EIF2B5	-0.13148893360161	-0.00996092774290092
EIF2S1	-0.0361167002012072	0.0260404440268501
EIF2S2	0.0948356807511737	-0.0862850962898892
EIF2S3	-0.0194835680751174	-0.0085177733065057
EIF3A	-0.118175720992622	-0.0669696004386636
EIF3B	0.0458417169684775	-0.0754552466972474
EIF3C	-0.0764922870556673	-0.133000217996865
EIF3D	-0.0562374245472837	-0.196368087571437
EIF3E	0.0689470154258887	-0.0799805498062129
EIF3F	-0.000402414486921529	-0.129695923008607
EIF3G	-0.0289067739771965	-0.114387276892659
EIF3H	-0.0207578806170355	-0.0260735424842569
EIF3I	-0.00734406438631791	0.00838377571841056
EIF3J	-0.044466800804829	-0.324924335892574
EIF3K	0.00365526492287056	-0.00280018108994913
EIF3L	-0.0331656606304494	-0.239377578188868
EIF3M	0.0121730382293763	0.122259392824029
EIF4A1	0.0501341381623072	-0.0169360789166263
EIF4A2	-0.00446009389671361	-0.016365404617003
EIF4A3	0.140912139503689	0.0148397806918483
EIF4B	0.0148893360160966	-0.0340554680093577
EIF4E	0.0118712273641851	-0.123800022011938
EIF4G1	-0.0913145539906103	-0.0628301223190459
EIF4G2	0.0483568075117371	-0.0727879407872405
EIF4G3	0.0440979208584842	0.158195691006274
EIF4H	0.138128772635815	-0.0287228156112746
EIF5A	0.0156606304493628	-0.10225024319107
EIF5B	-0.0427230046948357	-0.161067748729241
EIF5	-0.0228705566733736	0.0205402505101059
EIF6	-0.0381287726358149	-0.256897809382296
ELANE	0.161243911139151	0.182696177062374
ELAVL1	-0.164050972501677	-0.166835738065371
ELMO1	0.455164319248826	0.0474367876435321
ELMOD2	0.146713615023474	0.103624009469444
ELN	0.349195171026157	0.069104293949422
ELOVL1	0.00519785378940309	-0.00489776779406436
ELP3	-0.0756539235412475	-0.108865707624116
EMD	0.108417169684775	0.175917231598343
EMG1	0.103319919517103	-0.119234285981667
EMILIN1	0.45261569416499	0.266706909211853
EMILIN2	0.223876592890677	0.202744074091453
EML2	0.0154929577464789	0.00699212757081243
EML4	-0.131388329979879	-0.0788262419472729
ENAH	0.0739101274312542	0.176135135635171
ENDOD1	-0.126291079812207	-0.149528324949304
ENG	0.292823608316566	0.00383770166704359
ENO1	-0.0415492957746479	-0.0667315158328965
ENO2	-0.0472837022132797	0.0194503596667125
ENO3	-0.183601609657948	0.0147722128158394
ENOPH1	0.228101945003353	0.105547358073506
ENTPD1	0.22028839704896	0.24027829662335
ENTPD5	-0.220489604292421	-0.207663376899359
ENY2	0.0192823608316566	-0.0906779585821969
EP300	-0.140342052313883	-0.0514944456541321
EPB41L1	0.110831656606304	0.13805072324014
EPB41L2	-0.142957746478873	-0.102816901408451
EPB41L3	0.256572769953052	0.0756487703589817
EPB41	-0.0800469483568075	-0.2549527571084
EPCAM	0.0752179745137492	-0.0320598271352359
EPHA2	0.159087860496311	-0.0586981355842344
EPHA7	0.184040644570549	-0.0977822744353263
EPHB2	-0.111535881958417	-0.161394478486628
EPHB3	-0.216465459423206	-0.0736447528131391
EPHB4	-0.117873910127431	-0.0946494518200113
EPHX1	0.0624748490945674	0.0338536863509419
EPHX2	-0.14748490945674	0.031021270584056
EPPK1	-0.22897384305835	-0.127654579864835
EPRS	-0.0984238765928907	0.106491611995755
EPS15L1	-0.0169014084507042	-0.0465658328232389
EPS15	0.0748826291079812	0.07827158633226
EPS8L1	0.0979208584842388	-0.0708540316593992
EPS8L2	-0.0150905432595573	-0.0403608498590722
EPS8L3	-0.240092556116386	-0.00680762588334938
EPS8	0.0302146210596915	0.0281874355955666
EPT1	-0.150469483568075	-0.152959560817039
EPX	-0.0983294483629532	-0.146815449497526
ERAL1	-0.189034205231388	0.127906556876598
ERAP1	0.109289067739772	0.0429584667811357
ERAP2	-0.172334004024145	-0.0725111522805956
ERGIC1	0.0202548625083836	-0.0179917335335293
ERH	0.00546613011401744	-0.229952128312042
ERLIN1	-0.0436955063715627	-0.19866861201923
ERLIN2	-0.141784037558685	-0.20609515842883
ERMP1	-0.214386317907445	-0.0800482905593841
ERO1LB	-0.00274983232729712	0.0991039051567629
ERO1L	-0.0220657276995305	-0.024615178255902
ERP29	-0.0307176391683434	-0.104762783058536
ERP44	0.0844064386317907	-0.0863040343890517
ESD	0.137525150905433	-0.0600608657035335
ESRP1	-0.172635814889336	-0.204765738702867
ESRP2	-0.143024815560027	-0.0376830072319416
ESYT1	-0.231321260898726	-0.0740796633281758
ESYT2	0.129778672032193	0.241607699924586
ETF1	0.0653252850435949	0.0107981220657277
ETFA	-0.0948356807511737	-0.115932794592171
ETFB	-0.10523138832998	-0.200402414486922
ETFDH	-0.00754527162977867	0.0830236899793297
ETHE1	-0.0761234071093226	-0.273531359862502
EVL	0.269382964453387	0.0510777533799887
EWSR1	-0.113782696177062	-0.00313571615115806
EXOC1	0.157276995305164	0.191629217682382
EXOC2	0.191884641180416	0.0418085167019271
EXOC3	0.0351441985244802	-0.0429804534207173
EXOC4	0.209691482226693	-0.0401485874124414
EXOC5	0.0424882629107981	0.0941375781498324
EXOC6B	0.257614500465965	0.185333174822525
EXOC6	-0.0135479543930248	0.103141611401525
EXOC7	0.096411804158283	-0.046803816105497
EXOSC10	-0.0843729040912139	-0.163894841210509
EXOSC2	-0.194198524480215	-0.0886964364072815
EXOSC4	-0.0580482897384306	0.031810445431219
EXOSC6	0.0738430583501006	-0.105971276428383
EZR	-0.0711938296445339	-0.0719364144082444
F11R	-0.147551978537894	-0.180281690140845
F13A1	0.348558014755198	0.100606152098021
F2	0.0036019620265362	0.225221750899381
FAAH	-0.0534875922199866	0.0214620115751872
FABP1	-0.0154594232059021	-0.14827801992859
FABP3	0.243796109993293	0.11258337665166
FABP5	-0.245103957075788	-0.172690460076252
FAF1	0.0109657947686117	-0.18806400808453
FAF2	0.00244802146210597	0.128524359305221
FAHD1	-0.0836016096579477	-0.0600469674846075
FAH	0.0276324614352783	0.0591226766095731
FAM114A1	0.165224681421864	0.065329119024585
FAM120A	0.00845070422535211	-0.0185281443376874
FAM129A	0.35177733065057	0.282888208040924
FAM129B	0.0434942991281019	0.0732245110353426
FAM134C	-0.104896042924212	0.0172750683780774
FAM136A	0.0980214621059691	0.0431447184933925
FAM160A2	-0.211167002012072	0.215027079625794
FAM162A	-0.260697518443997	-0.146118568578089
FAM175B	0.0731052984574111	-0.0949727799863827
FAM21A	-0.185211267605634	-0.0748853265162956
FAM21C	-0.0181423385514303	-0.055510361516783
FAM3C	0.199932930918846	0.33684916694234
FAM3D	-0.230449362843729	-0.259130373022089
FAM49A	0.434376545760954	0.283583097827035
FAM49B	0.130449362843729	0.169560588187013
FAM65A	0.150368879946345	0.227779726018953
FAM83H	-0.194299128101945	-0.212314585063286
FAM91A1	0.0792756539235412	-0.0164213539601974
FAM96A	0.0469818913480885	-0.162783208689147
FAM98A	0.274748490945674	0.00202899280369051
FAM98B	-0.068075117370892	0.142615199193967
FANCI	-0.247753185781355	-0.0996376892334526
FARP1	0.108417169684775	0.185920187250544
FARSA	-0.145841716968478	0.0410651106376684
FARSB	-0.0929577464788732	-0.0821938480398439
FASN	-0.175586854460094	-0.268400446105503
FASTKD2	-0.0118376928236083	0.0141345306889186
FAT1	-0.198893360160966	-0.0380155026220815
FAT2	-0.00623747684023295	0.111209175216081
FAU	6.70690811535882e-05	-0.302438860898666
FBLIM1	0.0897048960429242	0.203747642182794
FBLN1	0.476492287055667	0.260965794768612
FBLN2	0.383098591549296	0.286756260542108
FBLN5	0.448189134808853	0.118477531857814
FBL	-0.0409121395036888	-0.0551647817321678
FBN1	0.521361502347418	0.259824762043239
FBN2	0.272266934942991	0.233771242221849
FBN3	0.0777323942614227	0.37740698719223
FBP1	-0.0185781354795439	-0.0109836670911782
FCGBP	-0.138296445338699	-0.305397656204106
FCGRT	0.0449362843729041	0.0707453033760177
FCHO2	0.103923541247485	0.0161871429365163
FDFT1	-0.117974513749162	-0.0638201410025793
FDPS	-0.0175050301810865	0.0346417612684725
FDXR	0.0617370892018779	-0.0344749528703665
FECH	0.115258215962441	-0.0288064097051195
FEN1	-0.199329309188464	-0.164273078684051
FERMT1	0.122334004024145	0.245560790792245
FERMT2	0.481388329979879	0.280521135538017
FERMT3	0.241415157612341	0.116434853361442
FGA	0.122504256877294	0.00207921124232415
FGB	0.0145596756710487	-0.00603647034695134
FGFR4	-0.134976525821596	0.0863404656848603
FGG	0.0686658762441528	0.0130289336453035
FGR	0.334507042253521	0.0991641305846156
FHL1	0.496344735077129	0.0410298543764786
FHL2	0.0909792085848424	0.337083738745503
FHOD1	-0.0356472166331321	0.162094734037147
